,word,pos_tag,tag_type,sentence
1400,co,NNP,PROPN,covid vaccination whatatms evidence extending dosing interval bmj grateful interpretation reading oxford vaccine better efficacy dose wks pfizer dose must le week correct co ygyuphpel
1401,ygyuphpel,NNP,PROPN,covid vaccination whatatms evidence extending dosing interval bmj grateful interpretation reading oxford vaccine better efficacy dose wks pfizer dose must le week correct co ygyuphpel
1402,yjiden,NNP,PROPN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1403,michaelbarden,NNP,PROPN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1404,covid,JJ,ADJ,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1405,total,JJ,ADJ,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1406,scam,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1407,fool,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1408,believe,VBP,VERB,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1409,whatever,WDT,DET,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1410,govt,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1411,msm,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1412,tell,VBP,VERB,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1413,obviously,RB,ADV,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1414,fake,JJ,ADJ,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1415,plandemic,JJ,ADJ,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1416,mask,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1417,work,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1418,thing,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1419,asymptomatic,JJ,ADJ,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1420,transmission,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1421,virus,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1422,deluded,VBD,VERB,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1423,myth,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1424,vaccine,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1425,harm,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1426,u,NN,NOUN,yjiden michaelbarden covid total scam fool believe whatever govt msm tell obviously fake plandemic mask work thing asymptomatic transmission virus deluded myth vaccine harm u
1427,woman,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1428,experience,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1429,side,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1430,effect,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1431,covid,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1432,vaccine,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1433,co,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1434,j,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1435,babbyiur,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1436,covid,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1437,vaccine,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1438,side,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1439,effect,NN,NOUN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1440,common,JJ,ADJ,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1441,nd,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1442,dose,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1443,co,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1444,qjgta,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1445,njt,NNP,PROPN,woman experience side effect covid vaccine co j babbyiur covid vaccine side effect common nd dose co qjgta njt
1446,novavax,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1447,say,VBP,VERB,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1448,covid,JJ,ADJ,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1449,vaccine,NN,NOUN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1450,effective,JJ,ADJ,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1451,far,RB,ADV,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1452,le,UH,INTJ,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1453,one,CD,NUM,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1454,variant,NN,NOUN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1455,co,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1456,akq,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1457,eito,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1458,via,IN,ADP,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1459,statnews,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1460,pharma,VBP,VERB,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1461,covid,JJ,ADJ,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1462,coronavirus,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1463,vaccine,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1464,nvax,NNP,PROPN,novavax say covid vaccine effective far le one variant co akq eito via statnews pharma covid coronavirus vaccine nvax
1465,wisconsin,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1466,pharmacist,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1467,accused,VBD,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1468,trying,VBG,AUX,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1469,destroy,VB,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1470,covid,JJ,ADJ,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1471,vaccine,NN,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1472,admitted,VBD,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1473,conspiracy,NN,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1474,theorist,NN,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1475,told,VBD,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1476,investigator,NN,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1477,believed,VBD,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1478,covid,JJ,ADJ,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1479,vaccine,NN,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1480,safe,JJ,ADJ,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1481,people,NNS,NOUN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1482,could,MD,AUX,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1483,harm,VB,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1484,change,VB,VERB,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1485,dna,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1486,co,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1487,p,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1488,thvq,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1489,bwv,NNP,PROPN,wisconsin pharmacist accused trying destroy covid vaccine admitted conspiracy theorist told investigator believed covid vaccine safe people could harm change dna co p thvq bwv
1490,northern,JJ,ADJ,northern light covid vaccine co u mc v hv
1491,light,JJ,ADJ,northern light covid vaccine co u mc v hv
1492,covid,NNP,PROPN,northern light covid vaccine co u mc v hv
1493,vaccine,NNP,PROPN,northern light covid vaccine co u mc v hv
1494,co,NNP,PROPN,northern light covid vaccine co u mc v hv
1495,u,NNP,PROPN,northern light covid vaccine co u mc v hv
1496,mc,NNP,PROPN,northern light covid vaccine co u mc v hv
1497,v,IN,ADP,northern light covid vaccine co u mc v hv
1498,hv,NNP,PROPN,northern light covid vaccine co u mc v hv
1499,dad,NNP,PROPN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1500,demand,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1501,answer,VBP,VERB,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1502,health,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1503,worker,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1504,daughter,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1505,died,VBD,VERB,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1506,two,CD,NUM,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1507,day,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1508,covid,JJ,ADJ,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1509,vaccine,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1510,co,NN,NOUN,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1511,ufdaowln,JJ,ADJ,dad demand answer health worker daughter died two day covid vaccine co ufdaowln
1512,bell,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1513,palsy,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1514,conventional,JJ,ADJ,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1515,medicine,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1516,say,VBP,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1517,cause,VB,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1518,unknown,JJ,ADJ,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1519,go,VB,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1520,away,RB,ADV,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1521,time,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1522,growing,VBG,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1523,evidence,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1524,caused,VBD,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1525,vaccine,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1526,especially,RB,ADV,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1527,flu,VBP,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1528,covid,JJ,ADJ,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1529,pharmaceutical,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1530,industry,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1531,seem,VBP,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1532,interested,JJ,ADJ,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1533,investigating,VBG,VERB,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1534,wonder,NN,NOUN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1535,co,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1536,dp,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1537,vnocyvn,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1538,bellspalsy,NNP,PROPN,bell palsy conventional medicine say cause unknown go away time growing evidence caused vaccine especially flu covid pharmaceutical industry seem interested investigating wonder co dp vnocyvn bellspalsy
1539,heathdonsmcgreg,NNP,PROPN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1540,mfwitches,NNP,PROPN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1541,itatms,NNP,PROPN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1542,good,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1543,skeptical,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1544,point,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1545,claim,VBP,VERB,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1546,two,CD,NUM,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1547,vaccine,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1548,hold,VBP,VERB,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1549,fda,NNP,PROPN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1550,approves,VBZ,VERB,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1551,good,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1552,enough,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1553,chance,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1554,possible,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1555,side,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1556,effect,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1557,showing,VBG,VERB,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1558,road,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1559,v,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1560,chance,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1561,covid,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1562,right,JJ,ADJ,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1563,balancing,VBG,VERB,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1564,ymmv,NN,NOUN,heathdonsmcgreg mfwitches itatms good skeptical point claim two vaccine hold fda approves good enough chance possible side effect showing road v chance covid right balancing ymmv
1565,uwu,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1566,weseawchews,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1567,uwged,JJ,ADJ,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1568,govewnments,NNS,NOUN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1569,deway,NN,NOUN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1570,administewing,VBG,VERB,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1571,da,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1572,second,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1573,dose,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1574,pfizew,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1575,inc,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1576,covid,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1577,vaccine,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1578,said,VBD,VERB,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1579,efficacy,NN,NOUN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1580,aftew,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1581,da,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1582,fiwst,NN,NOUN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1583,dose,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1584,_,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1585,co,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1586,dyuvy,NNP,PROPN,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1587,ava,RB,ADV,uwu weseawchews uwged govewnments deway administewing da second dose pfizew inc covid vaccine said efficacy aftew da fiwst dose _ co dyuvy ava
1588,wearing,VBG,VERB,wearing mask keeping social distance washing hand best covid vaccine covid insa
1589,mask,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1590,keeping,VBG,VERB,wearing mask keeping social distance washing hand best covid vaccine covid insa
1591,social,JJ,ADJ,wearing mask keeping social distance washing hand best covid vaccine covid insa
1592,distance,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1593,washing,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1594,hand,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1595,best,JJS,ADJ,wearing mask keeping social distance washing hand best covid vaccine covid insa
1596,covid,JJ,ADJ,wearing mask keeping social distance washing hand best covid vaccine covid insa
1597,vaccine,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1598,covid,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1599,insa,NN,NOUN,wearing mask keeping social distance washing hand best covid vaccine covid insa
1600,say,VB,VERB,say vaccine use live virus cannot give someone covid
1601,vaccine,NN,NOUN,say vaccine use live virus cannot give someone covid
1602,use,VB,VERB,say vaccine use live virus cannot give someone covid
